period,movie_id,title,release_year,nb_cast_total,nb_cast_in_graph,nb_communities_in_movie,dominant_community,dominant_community_count,dominant_community_share,is_coherent_with_community,communities_distribution
2000_2009,1683,The Reaping,2007.0,15,15,6,16,9,0.6,True,"{23: 1, 20: 2, 21: 1, 43: 1, 16: 9, 13: 1}"
2000_2009,13536,City By The Sea,2002.0,8,8,5,33,4,0.5,False,"{3: 1, 7: 1, 36: 1, 33: 4, 12: 1}"
2000_2009,10718,Torque,2004.0,31,31,3,33,29,0.935,True,"{33: 29, 43: 1, 32: 1}"
2000_2009,1887,Marie Antoinette,2006.0,22,22,8,20,14,0.636,True,"{7: 1, 41: 2, 20: 14, 23: 1, 10: 1, 28: 1, 9: 1, 43: 1}"
2000_2009,10461,Get Carter,2000.0,15,15,9,23,4,0.267,False,"{40: 2, 20: 1, 36: 1, 19: 1, 38: 2, 12: 1, 23: 4, 10: 2, 42: 1}"
2000_2009,10315,Fantastic Mr. Fox,2009.0,30,30,6,20,21,0.7,True,"{36: 2, 7: 2, 41: 2, 20: 21, 43: 1, 24: 2}"
2000_2009,16643,Life or Something Like It,2002.0,12,12,10,23,3,0.25,False,"{46: 1, 3: 1, 40: 1, 16: 1, 36: 1, 23: 3, 12: 1, 24: 1, 20: 1, 38: 1}"
2000_2009,194,Amélie,2001.0,55,55,1,9,55,1.0,True,{9: 55}
2000_2009,11025,New York Minute,2004.0,16,16,3,41,13,0.812,True,"{41: 13, 33: 2, 40: 1}"
2000_2009,8849,Alfie,2004.0,17,17,8,16,7,0.412,False,"{10: 1, 0: 2, 40: 2, 16: 7, 41: 2, 20: 1, 42: 1, 7: 1}"
2000_2009,9544,FearDotCom,2002.0,20,20,5,20,16,0.8,True,"{43: 1, 20: 16, 41: 1, 25: 1, 36: 1}"
2000_2009,24418,Cirque du Freak: The Vampire's Assistant,2009.0,24,24,10,16,14,0.583,False,"{11: 1, 34: 1, 16: 14, 36: 1, 40: 1, 46: 1, 10: 1, 20: 1, 7: 1, 43: 2}"
2000_2009,7288,Duplex,2003.0,26,26,12,43,13,0.5,False,"{43: 13, 7: 2, 20: 1, 5: 1, 8: 1, 31: 1, 36: 1, 40: 1, 41: 2, 32: 1, 46: 1, 33: 1}"
2000_2009,14655,Soul Men,2008.0,14,14,7,41,8,0.571,False,"{6: 1, 36: 1, 41: 8, 32: 1, 28: 1, 23: 1, 43: 1}"
2000_2009,19898,Pandorum,2009.0,24,24,8,25,15,0.625,True,"{34: 1, 43: 1, 23: 2, 25: 15, 44: 1, 21: 2, 16: 1, 20: 1}"
2000_2009,4965,Impostor,2001.0,11,11,9,29,3,0.273,False,"{23: 1, 13: 1, 38: 1, 36: 1, 40: 1, 1: 1, 29: 3, 20: 1, 7: 1}"
2000_2009,15074,Extreme Ops,2002.0,10,10,4,41,6,0.6,True,"{41: 6, 9: 1, 20: 1, 25: 2}"
2000_2009,56715,Just Visiting,2001.0,13,13,6,41,8,0.615,True,"{3: 1, 41: 8, 11: 1, 33: 1, 29: 1, 16: 1}"
2000_2009,1272,Sunshine,2007.0,12,12,7,10,6,0.5,False,"{10: 6, 33: 1, 44: 1, 38: 1, 18: 1, 23: 1, 20: 1}"
2000_2009,20542,Delgo,2008.0,15,15,8,38,7,0.467,False,"{33: 1, 43: 1, 16: 2, 38: 7, 40: 1, 29: 1, 41: 1, 8: 1}"
2000_2009,9978,Stormbreaker,2006.0,20,20,7,20,14,0.7,True,"{20: 14, 6: 1, 33: 1, 19: 1, 11: 1, 43: 1, 36: 1}"
2000_2009,8271,Disturbia,2007.0,15,15,8,31,8,0.533,False,"{38: 1, 23: 1, 6: 1, 41: 1, 31: 8, 12: 1, 7: 1, 40: 1}"
2000_2009,5353,The Hunting Party,2007.0,11,11,7,36,5,0.455,False,"{36: 5, 1: 1, 26: 1, 25: 1, 20: 1, 31: 1, 7: 1}"
2000_2009,14392,The Warlords,2007.0,21,21,1,44,21,1.0,True,{44: 21}
2000_2009,19495,Nomad: The Warrior,2005.0,9,9,2,20,8,0.889,True,"{20: 8, 33: 1}"
2000_2009,26486,The Last Shot,2004.0,43,43,15,38,28,0.651,True,"{38: 28, 20: 1, 11: 1, 37: 1, 40: 2, 0: 1, 8: 1, 23: 1, 7: 1, 21: 1, 46: 1, 26: 1, 13: 1, 33: 1, 16: 1}"
2000_2009,24420,The Time Traveler's Wife,2009.0,34,34,6,28,29,0.853,True,"{1: 1, 10: 1, 28: 29, 23: 1, 40: 1, 38: 1}"
2000_2009,1257,Because I Said So,2007.0,16,16,8,33,7,0.438,False,"{41: 2, 33: 7, 36: 1, 43: 1, 14: 1, 29: 1, 10: 1, 38: 2}"
2000_2009,16320,Serenity,2005.0,44,44,8,31,36,0.818,True,"{31: 36, 6: 1, 41: 2, 21: 1, 0: 1, 33: 1, 38: 1, 8: 1}"
2000_2009,8842,Against the Ropes,2004.0,7,7,5,40,2,0.286,False,"{41: 1, 40: 2, 36: 2, 10: 1, 11: 1}"
2000_2009,12289,Red Cliff,2008.0,28,28,1,44,28,1.0,True,{44: 28}
2000_2009,11529,Sweet Home Alabama,2002.0,16,16,9,36,4,0.25,False,"{13: 2, 16: 1, 36: 4, 41: 4, 12: 1, 42: 1, 46: 1, 23: 1, 5: 1}"
2000_2009,20943,The Ugly Truth,2009.0,74,74,5,31,66,0.892,True,"{31: 66, 11: 1, 33: 1, 1: 3, 8: 3}"
2000_2009,9488,Spy Kids 2: The Island of Lost Dreams,2002.0,28,28,5,40,24,0.857,True,"{40: 24, 21: 1, 13: 1, 43: 1, 31: 1}"
2000_2009,1957,Enough,2002.0,24,24,4,42,21,0.875,True,"{42: 21, 43: 1, 36: 1, 41: 1}"
2000_2009,10833,Heartbreakers,2001.0,15,15,8,43,4,0.267,False,"{34: 1, 43: 4, 36: 2, 38: 3, 41: 2, 31: 1, 35: 1, 8: 1}"
2000_2009,5852,Angel Eyes,2001.0,27,27,8,28,20,0.741,True,"{42: 1, 38: 1, 28: 20, 1: 1, 33: 1, 30: 1, 46: 1, 11: 1}"
2000_2009,12312,Joe Somebody,2001.0,15,15,5,40,11,0.733,True,"{40: 11, 16: 1, 13: 1, 33: 1, 23: 1}"
2000_2009,12508,Rock Star,2001.0,16,16,6,38,10,0.625,True,"{7: 1, 36: 1, 20: 2, 11: 1, 38: 10, 12: 1}"
2000_2009,25793,Precious,2009.0,22,22,3,41,20,0.909,True,"{41: 20, 8: 1, 43: 1}"
2000_2009,13503,Texas Rangers,2001.0,16,16,6,23,11,0.688,True,"{23: 11, 36: 1, 46: 1, 44: 1, 7: 1, 13: 1}"
2000_2009,13600,City of Ember,2008.0,21,21,8,20,13,0.619,True,"{20: 13, 2: 1, 41: 2, 40: 1, 15: 1, 36: 1, 10: 1, 11: 1}"
2000_2009,14324,Virgin Territory,2007.0,12,12,7,37,5,0.417,False,"{37: 5, 6: 1, 20: 2, 28: 1, 11: 1, 2: 1, 23: 1}"
2000_2009,14325,The Express,2008.0,8,8,5,36,3,0.375,False,"{12: 1, 43: 1, 16: 2, 11: 1, 36: 3}"
2000_2009,4944,Burn After Reading,2008.0,64,64,5,36,60,0.938,True,"{36: 60, 46: 1, 7: 1, 21: 1, 19: 1}"
2000_2009,10488,Nim's Island,2008.0,23,23,4,6,20,0.87,True,"{5: 1, 9: 1, 11: 1, 6: 20}"
2000_2009,8966,Twilight,2008.0,26,26,2,23,25,0.962,True,"{23: 25, 20: 1}"
2000_2009,8470,John Q,2002.0,15,15,7,13,6,0.4,False,"{21: 1, 7: 1, 13: 6, 16: 2, 43: 2, 38: 2, 36: 1}"
2000_2009,16911,The Inhabited Island,2008.0,15,15,1,29,15,1.0,True,{29: 15}
2000_2009,2155,Reindeer Games,2000.0,19,19,8,23,11,0.579,False,"{38: 1, 23: 11, 3: 1, 40: 2, 36: 1, 12: 1, 31: 1, 21: 1}"
2000_2009,8409,A Man Apart,2003.0,15,15,12,41,4,0.267,False,"{14: 1, 31: 1, 12: 1, 5: 1, 40: 1, 26: 1, 38: 1, 42: 1, 46: 1, 41: 4, 7: 1, 11: 1}"
2000_2009,75531,Isn't She Great,2000.0,8,8,7,33,2,0.25,False,"{0: 1, 33: 2, 12: 1, 40: 1, 20: 1, 23: 1, 36: 1}"
2000_2009,11802,Space Chimps,2008.0,17,17,9,41,6,0.353,False,"{41: 6, 31: 1, 36: 1, 40: 3, 10: 1, 23: 2, 42: 1, 16: 1, 46: 1}"
2000_2009,9776,Head of State,2003.0,28,28,10,41,17,0.607,True,"{8: 2, 36: 2, 7: 1, 31: 1, 32: 1, 41: 17, 37: 1, 12: 1, 33: 1, 38: 1}"
2000_2009,18785,The Hangover,2009.0,87,87,5,43,82,0.943,True,"{43: 82, 28: 1, 12: 1, 30: 1, 8: 2}"
2000_2009,22881,The Blind Side,2009.0,21,21,8,41,12,0.571,False,"{30: 2, 41: 12, 36: 1, 11: 1, 13: 2, 16: 1, 43: 1, 23: 1}"
2000_2009,10054,Spy Kids,2001.0,16,16,4,40,13,0.812,True,"{40: 13, 21: 1, 13: 1, 36: 1}"
2000_2009,350,The Devil Wears Prada,2006.0,18,18,10,42,9,0.5,False,"{7: 1, 5: 1, 42: 9, 23: 1, 28: 1, 10: 1, 21: 1, 43: 1, 33: 1, 37: 1}"
2000_2009,8065,21,2008.0,13,13,9,41,3,0.231,False,"{20: 2, 12: 1, 13: 1, 31: 2, 1: 1, 6: 1, 41: 3, 43: 1, 16: 1}"
2000_2009,11638,Guess Who,2005.0,7,7,5,32,3,0.429,False,"{36: 1, 23: 1, 1: 1, 20: 1, 32: 3}"
2000_2009,11459,Sky High,2005.0,20,20,8,41,11,0.55,False,"{36: 2, 31: 1, 20: 1, 41: 11, 16: 1, 7: 1, 12: 1, 40: 2}"
2000_2009,8843,The Cell,2000.0,20,20,12,23,6,0.3,False,"{42: 1, 36: 1, 43: 1, 11: 1, 23: 6, 38: 1, 7: 2, 41: 2, 28: 1, 13: 2, 31: 1, 46: 1}"
2000_2009,1273,TMNT,2007.0,15,15,6,33,7,0.467,False,"{33: 7, 38: 3, 6: 2, 44: 1, 41: 1, 36: 1}"
2000_2009,13920,Radio,2003.0,6,6,6,21,1,0.167,False,"{21: 1, 16: 1, 23: 1, 6: 1, 40: 1, 1: 1}"
2000_2009,22949,Old Dogs,2009.0,22,22,10,36,7,0.318,False,"{7: 1, 14: 1, 33: 3, 41: 4, 31: 1, 20: 1, 36: 7, 15: 1, 30: 2, 38: 1}"
2000_2009,12437,Underworld: Rise of the Lycans,2009.0,19,19,7,11,10,0.526,False,"{20: 2, 10: 1, 12: 1, 11: 10, 8: 1, 34: 3, 38: 1}"
2000_2009,2959,License to Wed,2007.0,13,13,7,41,6,0.462,False,"{7: 1, 33: 1, 41: 6, 38: 1, 43: 1, 36: 2, 11: 1}"
2000_2009,9957,The Benchwarmers,2006.0,21,21,5,8,15,0.714,True,"{36: 1, 8: 15, 41: 1, 43: 3, 14: 1}"
2000_2009,11648,Must Love Dogs,2005.0,20,20,13,33,4,0.2,False,"{5: 1, 23: 2, 11: 1, 21: 1, 36: 2, 12: 1, 41: 3, 1: 1, 33: 4, 31: 1, 43: 1, 38: 1, 16: 1}"
2000_2009,1576,Resident Evil,2002.0,22,22,4,20,19,0.864,True,"{43: 1, 34: 1, 28: 1, 20: 19}"
2000_2009,5516,The Ladykillers,2004.0,17,17,8,13,6,0.353,False,"{26: 1, 16: 3, 19: 1, 7: 2, 33: 1, 13: 6, 41: 2, 1: 1}"
2000_2009,13051,Max Payne,2008.0,17,17,10,38,7,0.412,False,"{7: 1, 41: 1, 36: 2, 31: 1, 20: 1, 43: 1, 42: 1, 9: 1, 28: 1, 38: 7}"
2000_2009,11469,Black Knight,2001.0,10,10,8,43,3,0.3,False,"{41: 1, 40: 1, 10: 1, 11: 1, 21: 1, 36: 1, 42: 1, 43: 3}"
2000_2009,423,The Pianist,2002.0,74,74,3,24,72,0.973,True,"{24: 72, 28: 1, 11: 1}"
2000_2009,2447,The Nativity Story,2006.0,43,43,5,45,39,0.907,True,"{6: 1, 45: 39, 1: 1, 12: 1, 29: 1}"
2000_2009,10066,House of Wax,2005.0,15,15,5,43,11,0.733,True,"{23: 1, 43: 11, 38: 1, 35: 1, 33: 1}"
2000_2009,2288,Closer,2004.0,18,18,5,10,13,0.722,True,"{36: 1, 10: 13, 43: 1, 20: 2, 24: 1}"
2000_2009,13515,Mirrors,2008.0,9,9,4,41,5,0.556,False,"{41: 5, 43: 1, 20: 2, 33: 1}"
2000_2009,11979,Queen of the Damned,2002.0,12,12,7,6,5,0.417,False,"{44: 1, 23: 2, 6: 5, 17: 1, 20: 1, 31: 1, 34: 1}"
2000_2009,8090,Untraceable,2008.0,18,18,7,23,12,0.667,True,"{5: 1, 23: 12, 34: 1, 36: 1, 41: 1, 7: 1, 31: 1}"
2000_2009,9541,Jersey Girl,2004.0,14,14,9,36,6,0.429,False,"{38: 1, 36: 6, 11: 1, 42: 1, 40: 1, 5: 1, 41: 1, 28: 1, 33: 1}"
2000_2009,8836,The X Files: I Want to Believe,2008.0,42,42,5,23,38,0.905,True,"{43: 1, 23: 38, 3: 1, 16: 1, 28: 1}"
2000_2009,14442,Ella Enchanted,2004.0,17,17,7,20,9,0.529,False,"{5: 1, 20: 9, 41: 2, 18: 1, 23: 1, 43: 2, 28: 1}"
2000_2009,14175,Valiant,2005.0,15,15,4,20,10,0.667,True,"{6: 2, 43: 2, 40: 1, 20: 10}"
2000_2009,11004,Wonder Boys,2000.0,15,15,8,36,6,0.4,False,"{36: 6, 7: 1, 10: 1, 23: 2, 1: 1, 16: 2, 41: 1, 13: 1}"
2000_2009,11918,Superhero Movie,2008.0,16,16,8,43,6,0.375,False,"{15: 1, 6: 1, 43: 6, 41: 3, 8: 2, 12: 1, 23: 1, 11: 1}"
2000_2009,10012,Cursed,2005.0,16,16,5,33,12,0.75,True,"{33: 12, 36: 1, 16: 1, 0: 1, 38: 1}"
2000_2009,9093,The Four Feathers,2002.0,49,49,4,10,44,0.898,True,"{10: 44, 24: 1, 7: 1, 20: 3}"
2000_2009,11823,Wimbledon,2004.0,10,10,7,1,2,0.2,False,"{7: 1, 1: 2, 6: 1, 20: 2, 11: 2, 38: 1, 8: 1}"
2000_2009,4515,Lions for Lambs,2007.0,8,8,6,36,2,0.25,False,"{36: 2, 7: 1, 33: 1, 20: 2, 38: 1, 41: 1}"
2000_2009,6575,Walk Hard: The Dewey Cox Story,2007.0,39,39,10,41,30,0.769,True,"{11: 1, 41: 30, 12: 1, 3: 1, 15: 1, 43: 1, 33: 1, 31: 1, 28: 1, 1: 1}"
2000_2009,6440,The Shipping News,2001.0,12,12,6,20,4,0.333,False,"{12: 1, 20: 4, 11: 1, 24: 1, 41: 4, 46: 1}"
2000_2009,13496,American Outlaws,2001.0,15,15,7,36,9,0.6,True,"{2: 1, 36: 9, 0: 1, 40: 1, 42: 1, 23: 1, 16: 1}"
2000_2009,18320,The Young Victoria,2009.0,21,21,7,20,13,0.619,True,"{42: 1, 6: 2, 10: 1, 1: 1, 20: 13, 25: 2, 28: 1}"
2000_2009,22787,Whiteout,2009.0,17,17,10,43,8,0.471,False,"{38: 1, 36: 1, 46: 1, 42: 1, 28: 1, 7: 1, 3: 1, 43: 8, 11: 1, 23: 1}"
2000_2009,9616,The Order,2003.0,10,10,5,13,6,0.6,True,"{10: 1, 13: 6, 25: 1, 20: 1, 36: 1}"
2000_2009,13056,Punisher: War Zone,2008.0,17,17,8,11,10,0.588,False,"{16: 1, 11: 10, 3: 1, 20: 1, 36: 1, 41: 1, 1: 1, 28: 1}"
2000_2009,14113,Zoom,2006.0,15,15,8,23,7,0.467,False,"{40: 1, 8: 1, 23: 7, 46: 1, 10: 2, 37: 1, 36: 1, 13: 1}"
2000_2009,9726,A Good Year,2006.0,63,63,7,20,57,0.905,True,"{21: 1, 9: 1, 20: 57, 12: 1, 38: 1, 25: 1, 1: 1}"
2000_2009,9280,Femme Fatale,2002.0,19,19,4,18,16,0.842,True,"{3: 1, 40: 1, 18: 16, 45: 1}"
2000_2009,1969,Bandidas,2006.0,17,17,6,39,12,0.706,True,"{39: 12, 40: 1, 31: 1, 41: 1, 13: 1, 36: 1}"
2000_2009,310706,Black Water Transit,2009.0,9,9,8,8,2,0.222,False,"{6: 1, 1: 1, 14: 1, 8: 2, 32: 1, 43: 1, 13: 1, 42: 1}"
2000_2009,1381,The Fountain,2006.0,14,14,10,19,5,0.357,False,"{6: 1, 45: 1, 19: 5, 11: 1, 39: 1, 33: 1, 7: 1, 13: 1, 28: 1, 38: 1}"
2000_2009,12429,Ponyo,2008.0,24,24,8,36,17,0.708,True,"{36: 17, 44: 1, 11: 1, 28: 1, 41: 1, 10: 1, 46: 1, 30: 1}"
2000_2009,21311,I Dreamed of Africa,2000.0,8,8,7,33,2,0.25,False,"{41: 1, 17: 1, 10: 1, 20: 1, 33: 2, 23: 1, 29: 1}"
2000_2009,10877,Exit Wounds,2001.0,27,27,6,28,22,0.815,True,"{28: 22, 14: 1, 21: 1, 10: 1, 8: 1, 7: 1}"
2000_2009,9600,Big Momma's House,2000.0,6,6,4,41,3,0.5,False,"{41: 3, 28: 1, 1: 1, 7: 1}"
2000_2009,326,Snakes on a Plane,2006.0,19,19,6,23,14,0.737,True,"{6: 1, 23: 14, 33: 1, 36: 1, 41: 1, 30: 1}"
2000_2009,10685,The Watcher,2000.0,15,15,8,35,8,0.533,False,"{41: 1, 6: 1, 0: 1, 35: 8, 26: 1, 15: 1, 10: 1, 37: 1}"
2000_2009,7220,The Punisher,2004.0,33,33,12,16,21,0.636,True,"{16: 21, 14: 1, 13: 2, 5: 1, 34: 1, 6: 1, 36: 1, 3: 1, 7: 1, 23: 1, 43: 1, 8: 1}"
2000_2009,9763,Goal!: The Dream Begins,2005.0,17,17,7,20,10,0.588,False,"{20: 10, 9: 1, 44: 1, 29: 1, 10: 2, 31: 1, 21: 1}"
2000_2009,13460,Doomsday,2008.0,56,56,3,29,54,0.964,True,"{12: 1, 29: 54, 10: 1}"
2000_2009,8055,The Reader,2008.0,26,26,4,25,21,0.808,True,"{12: 1, 20: 3, 25: 21, 31: 1}"
2000_2009,10719,Elf,2003.0,24,24,11,41,8,0.333,False,"{43: 2, 40: 2, 36: 1, 30: 2, 41: 8, 46: 1, 33: 1, 21: 1, 15: 1, 1: 3, 23: 2}"
2000_2009,11888,Snow Dogs,2002.0,9,9,5,23,3,0.333,False,"{40: 2, 21: 1, 33: 1, 41: 2, 23: 3}"
2000_2009,9353,Nacho Libre,2006.0,11,11,2,41,10,0.909,True,"{15: 1, 41: 10}"
2000_2009,11978,Men of Honor,2000.0,11,11,5,36,5,0.455,False,"{3: 2, 21: 1, 36: 5, 30: 1, 38: 2}"
2000_2009,3594,The Number 23,2007.0,17,17,11,36,7,0.412,False,"{16: 1, 42: 1, 0: 1, 20: 1, 6: 1, 5: 1, 12: 1, 36: 7, 33: 1, 41: 1, 40: 1}"
2000_2009,12920,Dreamer: Inspired By a True Story,2005.0,7,7,7,31,1,0.143,False,"{31: 1, 36: 1, 44: 1, 32: 1, 41: 1, 7: 1, 38: 1}"
2000_2009,59,A History of Violence,2005.0,15,15,5,11,10,0.667,True,"{11: 10, 41: 1, 16: 1, 28: 2, 14: 1}"
2000_2009,9335,Transporter 2,2005.0,10,10,7,31,2,0.2,False,"{31: 2, 5: 2, 41: 2, 9: 1, 16: 1, 20: 1, 12: 1}"
2000_2009,11141,Laws of Attraction,2004.0,7,7,5,20,2,0.286,False,"{20: 2, 10: 1, 41: 2, 42: 1, 43: 1}"
2000_2009,10253,Dragon Wars: D-War,2007.0,22,22,9,41,13,0.591,False,"{41: 13, 5: 1, 32: 2, 1: 1, 40: 1, 33: 1, 46: 1, 31: 1, 8: 1}"
2000_2009,182,The Good German,2006.0,15,15,8,38,7,0.467,False,"{36: 2, 11: 1, 7: 1, 38: 7, 6: 1, 20: 1, 16: 1, 43: 1}"
2000_2009,5494,George and the Dragon,2004.0,16,16,6,41,8,0.5,False,"{20: 3, 33: 2, 41: 8, 38: 1, 17: 1, 16: 1}"
2000_2009,11313,Hearts in Atlantis,2001.0,14,14,6,16,6,0.429,False,"{2: 1, 1: 1, 28: 1, 41: 4, 16: 6, 37: 1}"
2000_2009,10559,Frequency,2000.0,20,20,8,36,12,0.6,True,"{43: 1, 38: 1, 16: 1, 36: 12, 29: 1, 28: 2, 41: 1, 20: 1}"
2000_2009,1574,Chicago,2002.0,20,20,10,14,8,0.4,False,"{15: 1, 28: 1, 14: 8, 36: 1, 20: 2, 16: 1, 11: 2, 38: 1, 33: 2, 18: 1}"
2000_2009,2770,American Pie 2,2001.0,89,89,6,33,84,0.944,True,"{33: 84, 3: 1, 1: 1, 26: 1, 43: 1, 7: 1}"
2000_2009,10637,Remember the Titans,2000.0,67,67,2,13,66,0.985,True,"{21: 1, 13: 66}"
2000_2009,9472,DodgeBall: A True Underdog Story,2004.0,19,19,5,43,12,0.632,True,"{43: 12, 23: 1, 41: 4, 34: 1, 33: 1}"
2000_2009,9880,The Princess Diaries,2001.0,85,85,2,5,84,0.988,True,"{5: 84, 33: 1}"
2000_2009,17654,District 9,2009.0,43,43,1,29,43,1.0,True,{29: 43}
2000_2009,11836,The SpongeBob SquarePants Movie,2004.0,10,10,7,36,2,0.2,False,"{41: 1, 36: 2, 40: 2, 13: 1, 43: 2, 20: 1, 38: 1}"
2000_2009,322,Mystic River,2003.0,24,24,14,38,11,0.458,False,"{36: 1, 15: 1, 5: 1, 6: 1, 16: 1, 12: 1, 38: 11, 11: 1, 7: 1, 46: 1, 21: 1, 32: 1, 2: 1, 40: 1}"
2000_2009,70,Million Dollar Baby,2004.0,49,49,13,46,33,0.673,True,"{46: 33, 23: 1, 10: 1, 43: 1, 1: 3, 37: 1, 12: 1, 20: 1, 40: 2, 31: 1, 5: 2, 38: 1, 33: 1}"
2000_2009,11036,The Notebook,2004.0,39,39,9,13,31,0.795,True,"{10: 1, 13: 31, 9: 1, 36: 1, 24: 1, 14: 1, 31: 1, 43: 1, 3: 1}"
2000_2009,6557,27 Dresses,2008.0,31,31,8,30,23,0.742,True,"{31: 1, 14: 1, 30: 23, 0: 1, 3: 1, 41: 1, 7: 2, 19: 1}"
2000_2009,18126,Hannah Montana: The Movie,2009.0,15,15,9,13,6,0.4,False,"{13: 6, 5: 1, 40: 1, 46: 1, 16: 1, 41: 2, 36: 1, 12: 1, 4: 1}"
2000_2009,16340,Rugrats in Paris: The Movie,2000.0,19,19,3,40,17,0.895,True,"{40: 17, 42: 1, 38: 1}"
2000_2009,22947,Up in the Air,2009.0,15,15,9,43,6,0.4,False,"{36: 2, 3: 1, 23: 1, 43: 6, 13: 1, 42: 1, 7: 1, 26: 1, 41: 1}"
2000_2009,2755,About Schmidt,2002.0,14,14,7,23,6,0.429,False,"{21: 1, 36: 2, 28: 1, 23: 6, 13: 1, 41: 1, 10: 2}"
2000_2009,16300,Down to Earth,2001.0,15,15,10,40,5,0.333,False,"{8: 1, 33: 2, 40: 5, 16: 1, 43: 1, 36: 1, 1: 1, 41: 1, 30: 1, 20: 1}"
2000_2009,9870,Forgetting Sarah Marshall,2008.0,26,26,4,41,23,0.885,True,"{41: 23, 8: 1, 36: 1, 43: 1}"
2000_2009,8292,Four Brothers,2005.0,21,21,12,38,8,0.381,False,"{7: 1, 38: 8, 43: 2, 1: 1, 41: 1, 46: 1, 21: 1, 16: 1, 5: 1, 11: 2, 28: 1, 36: 1}"
2000_2009,8780,Baby Mama,2008.0,19,19,9,40,7,0.368,False,"{28: 1, 33: 2, 41: 4, 34: 1, 13: 1, 23: 1, 40: 7, 37: 1, 46: 1}"
2000_2009,10521,Bride Wars,2009.0,28,28,6,41,23,0.821,True,"{5: 1, 10: 1, 41: 23, 33: 1, 42: 1, 30: 1}"
2000_2009,10762,Without a Paddle,2004.0,22,22,8,34,15,0.682,True,"{33: 1, 40: 1, 41: 1, 34: 15, 31: 1, 43: 1, 11: 1, 8: 1}"
2000_2009,10096,13 Going on 30,2004.0,50,50,11,43,38,0.76,True,"{26: 2, 36: 1, 0: 1, 11: 1, 43: 38, 42: 1, 6: 1, 7: 1, 33: 2, 41: 1, 14: 1}"
2000_2009,4133,Blow,2001.0,34,34,11,38,23,0.676,True,"{20: 1, 39: 1, 13: 1, 38: 23, 24: 1, 14: 1, 28: 1, 36: 1, 46: 2, 33: 1, 3: 1}"
2000_2009,21972,Like Mike,2002.0,13,13,7,21,6,0.462,False,"{38: 1, 41: 2, 20: 1, 21: 6, 43: 1, 5: 1, 33: 1}"
2000_2009,533,The Curse of the Were-Rabbit,2005.0,20,20,1,20,20,1.0,True,{20: 20}
2000_2009,6023,P.S. I Love You,2007.0,23,23,4,36,19,0.826,True,"{23: 2, 11: 1, 4: 1, 36: 19}"
2000_2009,6439,Racing Stripes,2005.0,26,26,10,33,16,0.615,True,"{41: 1, 33: 16, 13: 1, 1: 1, 43: 1, 38: 1, 40: 2, 10: 1, 8: 1, 29: 1}"
2000_2009,4347,Atonement,2007.0,47,47,4,20,44,0.936,True,"{20: 44, 38: 1, 9: 1, 10: 1}"
2000_2009,3933,Corpse Bride,2005.0,16,16,5,20,12,0.75,True,"{20: 12, 30: 1, 6: 1, 33: 1, 1: 1}"
2000_2009,9918,Glory Road,2006.0,20,20,9,16,12,0.6,True,"{16: 12, 41: 1, 43: 1, 11: 1, 38: 1, 42: 1, 14: 1, 7: 1, 13: 1}"
2000_2009,16871,Drag Me to Hell,2009.0,22,22,9,7,13,0.591,False,"{13: 1, 41: 1, 7: 13, 34: 1, 36: 1, 20: 1, 5: 1, 1: 2, 33: 1}"
2000_2009,13156,Secondhand Lions,2003.0,29,29,7,16,20,0.69,True,"{10: 2, 7: 1, 38: 3, 16: 20, 0: 1, 28: 1, 42: 1}"
2000_2009,9266,Blue Crush,2002.0,15,15,5,41,11,0.733,True,"{13: 1, 38: 1, 34: 1, 41: 11, 33: 1}"
2000_2009,1262,Stranger Than Fiction,2006.0,41,41,5,10,37,0.902,True,"{43: 1, 10: 37, 20: 1, 14: 1, 5: 1}"
2000_2009,4513,30 Days of Night,2007.0,42,42,6,34,37,0.881,True,"{38: 1, 5: 1, 34: 37, 20: 1, 10: 1, 6: 1}"
2000_2009,7278,Meet the Spartans,2008.0,10,10,4,38,4,0.4,False,"{38: 4, 43: 3, 41: 2, 46: 1}"
2000_2009,12763,Take the Lead,2006.0,8,8,6,21,3,0.375,False,"{40: 1, 12: 1, 21: 3, 23: 1, 36: 1, 14: 1}"
2000_2009,9766,Gridiron Gang,2006.0,16,16,5,16,11,0.688,True,"{43: 1, 16: 11, 12: 1, 38: 2, 30: 1}"
2000_2009,14034,What's the Worst That Could Happen?,2001.0,14,14,10,41,3,0.214,False,"{41: 3, 33: 1, 6: 1, 36: 3, 23: 1, 43: 1, 10: 1, 0: 1, 37: 1, 32: 1}"
2000_2009,12244,9,2009.0,10,10,6,21,4,0.4,False,"{21: 4, 40: 1, 11: 2, 16: 1, 36: 1, 41: 1}"
2000_2009,11137,The Prince & Me,2004.0,12,12,6,20,7,0.583,False,"{24: 1, 20: 7, 10: 1, 4: 1, 29: 1, 23: 1}"
2000_2009,10152,Dumb and Dumberer: When Harry Met Lloyd,2003.0,16,16,7,38,7,0.438,False,"{38: 7, 1: 1, 33: 3, 44: 1, 23: 1, 41: 2, 13: 1}"
2000_2009,4474,My Super Ex-Girlfriend,2006.0,12,12,5,36,6,0.5,False,"{18: 1, 41: 3, 36: 6, 29: 1, 38: 1}"
2000_2009,14846,Little Black Book,2004.0,20,20,10,36,11,0.55,False,"{38: 1, 40: 1, 36: 11, 28: 1, 11: 1, 41: 1, 7: 1, 43: 1, 33: 1, 31: 1}"
